path,name,title,description,depicted_place,notes
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-34.jpg,._L21-34.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-35.jpg,._L21-35.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-36.jpg,._L21-36.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-37.jpg,._L21-37.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-38.jpg,._L21-38.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-39.jpg,._L21-39.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\._L21-40.jpg,._L21-40.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-01.jpg,L21-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-02.jpg,L21-02.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-03.jpg,L21-03.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-04.jpg,L21-04.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-05.jpg,L21-05.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-06.jpg,L21-06.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-07.jpg,L21-07.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-08.jpg,L21-08.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-09.jpg,L21-09.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-10.jpg,L21-10.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-11.jpg,L21-11.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-12.jpg,L21-12.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-13.jpg,L21-13.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-14.jpg,L21-14.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-15.jpg,L21-15.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-16.jpg,L21-16.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-17.jpg,L21-17.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-18.jpg,L21-18.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-19.jpg,L21-19.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-20.jpg,L21-20.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-21.jpg,L21-21.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-22.jpg,L21-22.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-23.jpg,L21-23.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-24.jpg,L21-24.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-25.jpg,L21-25.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-26.jpg,L21-26.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-27.jpg,L21-27.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-28.jpg,L21-28.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-29.jpg,L21-29.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-30.jpg,L21-30.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-31.jpg,L21-31.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-32.jpg,L21-32.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-33.jpg,L21-33.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-34.jpg,L21-34.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-35.jpg,L21-35.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-36.jpg,L21-36.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-37.jpg,L21-37.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-38.jpg,L21-38.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-39.jpg,L21-39.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L21\L21-40.jpg,L21-40.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
E:\material_for_pattypan\Towerblock_Digitised_Images\Other\London\L22\._L22-01.jpg,._L22-01.jpg,Tower Block UK,"Photograph of social housing, taken by Professor Miles Glendinning of the University of Edinburgh.",UK-city-or-region,The Tower Block UK project was funded by the Heritage Lottery fund.
